frame,t_s,tfl_c,tfl_roll_sp,tfl_pitch_sp,tfl_yaw_sp,pt_c,pt_roll_sp,pt_pitch_sp,pt_yaw_sp
457,1.4375064339622643,8.200538,0.025752097,-0.0174945,-1.5604696,8.189314,0.025742978,-0.017504573,-1.5608615
458,1.440651962264151,7.5642896,0.018604636,-0.017276704,-1.557611,7.55258,0.01859361,-0.017287433,-1.5579816
459,1.4437974905660378,6.312576,0.017040163,-0.009436041,-1.5536897,6.301565,0.01702553,-0.009416401,-1.5540594
460,1.4469430188679246,5.8487062,-0.0018402338,0.0012713075,-1.5600574,5.8384867,-0.0018116236,0.0012765825,-1.560474
461,1.4500885471698113,5.8427734,-0.00201267,0.0091198385,-1.5593605,5.8327,-0.0019588768,0.009130865,-1.5597607
462,1.4532340754716981,5.17231,-0.022880435,0.011265039,-1.5604029,5.1641035,-0.022861779,0.011296421,-1.5608171
463,1.456379603773585,5.3520274,-0.007212341,0.0267995,-1.5524471,5.3443747,-0.0072399974,0.026849449,-1.5528523
464,1.4595251320754719,5.4732056,-0.007559061,0.023655355,-1.5523763,5.466289,-0.0075549185,0.023711056,-1.5527798
465,1.4626706603773585,5.8538055,0.0027307868,0.00036901236,-1.5611012,5.8453693,0.0026867688,0.0004223585,-1.5615169
466,1.4658161886792453,6.676177,-0.0026147366,-0.006287515,-1.5736513,6.6661777,-0.0026274621,-0.0062508285,-1.5740653
467,1.4689617169811322,6.899733,-0.007340014,-0.0018592775,-1.5826559,6.891078,-0.0073257685,-0.0018396676,-1.5831131
468,1.4721072452830188,8.053306,0.010116041,-0.00031280518,-1.5812502,8.045521,0.01015228,-0.00029805303,-1.5817074
469,1.4752527735849057,8.182782,0.052057832,0.0015023649,-1.5808091,8.176647,0.05202979,0.0015259385,-1.5812799
470,1.4783983018867926,8.835287,0.07587448,0.015568554,-1.5739481,8.83169,0.07575223,0.015578359,-1.5744518
471,1.4815438301886794,8.945426,0.08156869,0.0071967244,-1.5713031,8.94462,0.08146104,0.0071911514,-1.5717801
472,1.484689358490566,8.915337,0.10500854,0.00645718,-1.5576758,8.91378,0.1049144,0.0064657032,-1.5581704
473,1.487834886792453,9.259068,0.11379135,-0.001224488,-1.5450113,9.257776,0.11363673,-0.0012179315,-1.5454966
474,1.4909804150943398,9.511004,0.11138117,-0.0041081905,-1.5461385,9.510067,0.111199915,-0.0040985346,-1.5466369
475,1.4941259433962264,9.5019455,0.11976832,-0.0046892464,-1.5524583,9.500029,0.11959201,-0.004659295,-1.5529538
476,1.4972714716981133,9.011786,0.11058581,0.00042393804,-1.5519142,9.014666,0.11029032,0.0004285574,-1.5524064
477,1.5004170000000001,8.861952,0.0861527,0.0034643412,-1.5744565,8.864453,0.08595583,0.0035066903,-1.5749665
478,1.503562528301887,9.745373,0.02847433,0.0057383776,-1.5896964,9.750764,0.028246433,0.005778402,-1.5902058
479,1.5067080566037736,10.018996,0.020447195,-0.0064075887,-1.5943975,10.021646,0.02023974,-0.006384343,-1.5948814
480,1.5098535849056605,9.296674,0.034571797,-0.009576023,-1.5938818,9.297965,0.034433365,-0.009533644,-1.5944222
481,1.5129991132075473,9.350048,0.0606364,-0.013433456,-1.5828037,9.3516655,0.060508937,-0.013363421,-1.5833279
482,1.516144641509434,9.124104,0.08240056,-0.012265503,-1.5655632,9.124661,0.08216366,-0.012325555,-1.5660473
483,1.5192901698113208,9.051985,0.06538108,-0.012278944,-1.5560095,9.053661,0.06523368,-0.012305498,-1.5564686
484,1.5224356981132077,9.026834,0.048387527,-0.008562028,-1.5527239,9.026799,0.048242778,-0.008565515,-1.5531543
485,1.5255812264150943,9.431639,0.034208238,0.01846382,-1.5305424,9.430054,0.034085304,0.018465638,-1.5309995
486,1.5287267547169812,10.361167,0.048921973,0.03624484,-1.5189886,10.361747,0.048740983,0.036229134,-1.5194603
487,1.531872283018868,10.3431225,0.043376237,0.051505804,-1.5063362,10.341413,0.043285012,0.05152878,-1.5068256
488,1.5350178113207549,10.176942,0.046124488,0.06623638,-1.492382,10.174977,0.046085626,0.06624594,-1.492814
489,1.5381633396226415,9.95359,0.07209417,0.06647116,-1.4974179,9.951813,0.072018474,0.066503555,-1.4978477
490,1.5413088679245284,10.143332,0.0531497,0.06780854,-1.504806,10.140885,0.05316323,0.067836344,-1.5052737
491,1.5444543962264152,10.185076,0.040366918,0.055060506,-1.5058179,10.1827965,0.04035756,0.055069864,-1.5062667
492,1.5475999245283019,10.258885,0.035488605,0.052949876,-1.5025852,10.256309,0.03550604,0.052955687,-1.5030378
493,1.5507454528301887,10.226231,0.03689605,0.053614408,-1.5029109,10.223802,0.036904097,0.05362305,-1.5033661
494,1.5538909811320756,10.244842,0.037524402,0.055649906,-1.5043476,10.242362,0.03754863,0.05567369,-1.5048062
495,1.5570365094339624,10.233825,0.03944373,0.0546799,-1.5044966,10.231572,0.039445788,0.05469072,-1.5049561
496,1.560182037735849,10.212401,0.04136011,0.05308065,-1.5037222,10.209792,0.04138246,0.053081185,-1.5041705
497,1.563327566037736,10.20763,0.04098335,0.053041458,-1.5032895,10.205144,0.04100138,0.053041548,-1.5037411
498,1.5664730943396228,10.225912,0.04136482,0.053973615,-1.5034711,10.22374,0.041367978,0.053983927,-1.5039316
499,1.5696186226415094,10.2185135,0.04155335,0.05360943,-1.5032663,10.216303,0.041560173,0.053620577,-1.5037245
500,1.5727641509433963,10.213968,0.03608471,0.050998658,-1.5023358,10.211567,0.03609389,0.051000655,-1.5027877
501,1.5759096792452831,10.215725,0.037121087,0.051230848,-1.502142,10.213319,0.03713426,0.051237643,-1.5025951
502,1.57905520754717,10.234175,0.03677523,0.051944017,-1.5026488,10.232183,0.036776125,0.051962644,-1.5031079
503,1.5822007358490566,10.228094,0.036440104,0.05160886,-1.5025344,10.225826,0.036459565,0.051625192,-1.5029932
504,1.5853462641509435,10.2223015,0.035651296,0.051327944,-1.5020981,10.219884,0.03567204,0.051338077,-1.5025557
505,1.5884917924528303,10.237584,0.035529792,0.0518443,-1.5022733,10.235424,0.03553772,0.051861078,-1.5027324
506,1.591637320754717,10.247527,0.03537962,0.0518682,-1.5024886,10.245422,0.035385996,0.0518862,-1.5029513
507,1.5947828490566038,10.224562,0.035212845,0.0513663,-1.5020072,10.222191,0.03523338,0.051377147,-1.5024644
508,1.5979283773584907,10.222021,0.03524059,0.051042706,-1.5018098,10.219622,0.035263747,0.051052094,-1.502266
509,1.6010739056603773,10.2447605,0.035462767,0.05204442,-1.5023806,10.242471,0.035479814,0.052063197,-1.5028421
510,1.6042194339622642,10.263552,0.03426978,0.051879585,-1.5033455,10.261185,0.034296125,0.05190155,-1.5038022
511,1.607364962264151,10.236057,0.034537792,0.05074799,-1.5023255,10.2335415,0.0345681,0.050767183,-1.5027775
512,1.610510490566038,10.234765,0.034569025,0.050844997,-1.5021973,10.232281,0.034596473,0.050862283,-1.5026497
513,1.6136560188679245,10.253361,0.035093367,0.051418334,-1.5023906,10.251002,0.03511554,0.05144033,-1.5028447
514,1.6168015471698114,10.250962,0.035600305,0.051053166,-1.5024564,10.248619,0.035617113,0.051075995,-1.502911
515,1.6199470754716983,10.241481,0.034876168,0.05028078,-1.5018523,10.238813,0.034908503,0.050294936,-1.5022954
516,1.6230926037735849,10.246903,0.035069972,0.05053419,-1.5021205,10.244434,0.03509426,0.050549984,-1.5025703
517,1.6262381320754717,10.256774,0.036002517,0.05031693,-1.502008,10.254317,0.036027014,0.050334394,-1.5024604
518,1.6293836603773586,10.250639,0.03547904,0.04975432,-1.5015817,10.248153,0.03550136,0.049773544,-1.5020293
519,1.6325291886792455,10.243122,0.03596714,0.049631685,-1.5015225,10.240615,0.035985112,0.049649924,-1.501969
520,1.635674716981132,10.253745,0.034569323,0.048086613,-1.5017142,10.251329,0.03458962,0.04810682,-1.5021635
521,1.638820245283019,10.249093,0.034859598,0.04815042,-1.5016472,10.246701,0.034876585,0.0481717,-1.5020968
522,1.6419657735849058,10.23186,0.03480482,0.046874017,-1.5007596,10.229138,0.034837157,0.046885252,-1.5012001
523,1.6451113018867924,10.233652,0.034742624,0.0469746,-1.5007315,10.230936,0.034773678,0.046987116,-1.5011722
524,1.6482568301886793,10.252275,0.03529623,0.047833443,-1.5010605,10.249914,0.035306603,0.047853976,-1.5015124
525,1.6514023584905662,10.2539215,0.035129428,0.047649443,-1.5011799,10.251595,0.035140723,0.047670275,-1.5016338
526,1.6545478867924528,10.237279,0.03416267,0.046937287,-1.5006406,10.234701,0.0341855,0.046949416,-1.5010828
527,1.6576934150943397,10.238933,0.034076422,0.047138035,-1.5007143,10.236448,0.034092933,0.047150075,-1.5011593
528,1.6608389433962265,10.252192,0.035116285,0.047500372,-1.5013433,10.249766,0.035141528,0.047522813,-1.5017985
529,1.6639844716981134,10.247503,0.035042554,0.04726547,-1.5013759,10.24502,0.03506854,0.047286183,-1.5018309
