frame,t_s,tfl_vx,tfl_vy,tfl_vz,tfl_yaw,pt_vx,pt_vy,pt_vz,pt_yaw
224,0.7045983396226415,0.04835999,0.9999999,-0.08039522,0.30004883,0.047306776,1.0,-0.080905855,0.3
225,0.7077438679245284,0.0051338673,0.9817798,-0.13843548,0.30004883,0.004014373,0.9817872,-0.13885057,0.3
226,0.7108893962264151,0.03758657,0.94685984,-0.16712075,0.30004883,0.03659177,0.94669485,-0.16746688,0.3
227,0.714034924528302,0.029790282,0.92767334,-0.17714667,0.30004883,0.028802633,0.9274852,-0.17748678,0.3
228,0.7171804528301887,0.023484468,0.9213711,-0.18112242,0.30004883,0.022513509,0.92126083,-0.18147177,0.3
229,0.7203259811320755,0.024053931,0.9290588,-0.1703667,0.30004883,0.02295363,0.9289886,-0.17076278,0.3
230,0.7234715094339623,0.008808374,0.8916621,-0.14805377,0.30004883,0.007819295,0.8915665,-0.14849335,0.3
231,0.7266170377358491,-0.004072368,0.81525934,-0.20351255,0.30004883,-0.0048446655,0.8150852,-0.20386028,0.3
232,0.7297625660377359,0.030825496,0.8188001,-0.16829687,0.30004883,0.030189872,0.81870127,-0.16861951,0.3
233,0.7329080943396227,0.024735808,0.84149337,-0.19936097,0.30004883,0.024516463,0.8415264,-0.19954878,0.3
234,0.7360536226415094,0.047007084,0.8076217,-0.18037188,0.30004883,0.04672432,0.80748546,-0.18053615,0.3
235,0.7391991509433963,0.077445626,0.79212546,-0.15899992,0.30004883,0.077138424,0.7920909,-0.15913391,0.3
236,0.742344679245283,0.16771746,0.7704427,-0.13699949,0.30004883,0.16751885,0.77044535,-0.13711303,0.3
237,0.7454902075471699,0.13404906,0.5096303,-0.16108096,0.30004883,0.13390231,0.50966454,-0.16114938,0.3
238,0.7486357358490566,0.16830921,0.41276038,-0.18349755,0.30004883,0.1681279,0.41284466,-0.18353885,0.3
239,0.7517812641509435,0.15847957,0.46160257,-0.2174921,0.30004883,0.15832996,0.46174037,-0.21750528,0.3
240,0.7549267924528302,0.26523948,0.3683784,-0.23948681,0.2912655,0.26505625,0.36868572,-0.23948252,0.29112166
241,0.758072320754717,0.19471383,0.2656306,-0.1978206,0.2937218,0.19450164,0.26593387,-0.19784725,0.29360884
242,0.7612178490566038,0.13869846,0.32421827,-0.11010271,0.2839539,0.13856399,0.32450497,-0.11011857,0.28386134
243,0.7643633773584906,0.1644342,0.29662347,-0.06628245,0.29010457,0.16440213,0.29684365,-0.06632912,0.28999943
244,0.7675089056603774,0.18953907,0.2750529,-0.0630098,0.27431738,0.18960023,0.27521992,-0.06293082,0.2741657
245,0.7706544339622642,0.18538189,0.2779951,-0.051266015,0.2381705,0.18542325,0.27809775,-0.05121249,0.23809135
246,0.7737999622641509,0.23162735,0.2809596,-0.027745247,0.21339625,0.23164153,0.28102064,-0.027639091,0.21336079
247,0.7769454905660378,0.17281294,0.25529695,-0.067989945,0.23125029,0.17285752,0.2554474,-0.06778252,0.23126566
248,0.7800910188679245,0.23157597,0.17995167,-0.0824275,0.20247287,0.2316184,0.1801523,-0.08218527,0.2024144
249,0.7832365471698114,0.320225,0.16353464,-0.07783443,0.19684559,0.32026017,0.1636908,-0.07766217,0.19683269
250,0.7863820754716981,0.39712524,0.11590457,-0.10746807,0.18633837,0.39709783,0.11612105,-0.10736197,0.18633196
251,0.789527603773585,0.34786475,0.13329744,-0.10671252,0.11549142,0.34792924,0.13348567,-0.1065352,0.11546031
252,0.7926731320754717,0.33709633,0.0978111,-0.12328291,0.110132545,0.33725357,0.097958565,-0.12314993,0.11014593
253,0.7958186603773585,0.27796865,0.023816586,-0.107174695,0.08043119,0.27798486,0.023812294,-0.107117355,0.0804314
254,0.7989641886792453,0.24944293,0.022996783,-0.079220295,0.063823014,0.24911463,0.023124337,-0.07922739,0.06373969
255,0.8021097169811321,0.21552086,0.016421199,-0.0874089,0.100442946,0.2152183,0.016566753,-0.08737594,0.10038
256,0.805255245283019,0.08828938,0.0150767565,-0.083176136,0.072663814,0.08773255,0.015215397,-0.08322483,0.07257694
257,0.8084007735849057,0.09806216,-0.011624515,-0.105187535,0.07499999,0.09753752,-0.0112704635,-0.10524118,0.07482815
258,0.8115463018867924,0.16213453,-0.02266407,-0.09457719,0.065778136,0.16153121,-0.022361279,-0.0947606,0.06575292
259,0.8146918301886793,0.14880514,-0.099285066,-0.077313125,0.059816867,0.14840627,-0.09885132,-0.07746822,0.0597336
260,0.817837358490566,0.2245307,-0.16852772,-0.08311266,0.07025069,0.22429848,-0.16828537,-0.083286464,0.07029718
261,0.8209828867924529,0.23582864,-0.20201373,-0.08510232,0.08730149,0.23562312,-0.20172763,-0.085196614,0.08726388
262,0.8241284150943397,0.22445905,-0.19869488,-0.1013906,0.10375458,0.22435296,-0.19840944,-0.10147154,0.10365659
263,0.8272739433962264,0.23839378,-0.19915324,-0.11227304,0.0919739,0.23818266,-0.19885898,-0.112413704,0.0919466
264,0.8304194716981133,0.20444763,-0.17714894,-0.09548545,0.073143065,0.20418453,-0.17681485,-0.09561217,0.073076814
265,0.833565,0.18659914,-0.15098554,-0.092990756,0.05966419,0.18618965,-0.15065753,-0.09312588,0.059580475
266,0.8367105283018869,0.17328393,-0.141536,-0.0979799,0.059521675,0.17289579,-0.14118868,-0.09815937,0.059373707
267,0.8398560566037736,0.2014482,-0.16262686,-0.09734726,0.0671168,0.20110488,-0.16234851,-0.09749091,0.067052126
268,0.8430015849056605,0.19433558,-0.17865974,-0.0980072,0.07572466,0.19405675,-0.17834866,-0.09815788,0.07564971
269,0.8461471132075472,0.18857336,-0.17576021,-0.10234058,0.07333499,0.18837833,-0.17543107,-0.10246426,0.073304534
270,0.849292641509434,0.18581212,-0.1815955,-0.10263896,0.07766533,0.18552911,-0.18120623,-0.10274601,0.07758424
271,0.8524381698113208,0.17727041,-0.16908818,-0.113523126,0.073347926,0.17715454,-0.16878158,-0.1135717,0.0733417
272,0.8555836981132076,0.15091157,-0.16084218,-0.12565541,0.06675327,0.15080094,-0.16053402,-0.12568122,0.06669423
273,0.8587292264150944,0.15344405,-0.16385949,-0.12660241,0.06086415,0.1533351,-0.16358161,-0.12660718,0.06082946
274,0.8618747547169812,0.166646,-0.1724537,-0.123055756,0.06476101,0.16656423,-0.17218685,-0.12308538,0.06474322
275,0.8650202830188679,0.15788817,-0.17323023,-0.12515604,0.07166889,0.15778673,-0.17298228,-0.12520146,0.071695924
276,0.8681658113207548,0.14675093,-0.17301768,-0.12141061,0.07922357,0.14661646,-0.1727423,-0.12146598,0.07924241
277,0.8713113396226415,0.16909218,-0.19142246,-0.12106675,0.09015849,0.16889083,-0.1910857,-0.121091425,0.090154976
278,0.8744568679245284,0.17248547,-0.2049911,-0.12620836,0.08808839,0.17239511,-0.20470387,-0.12619764,0.08812177
279,0.8776023962264151,0.1708306,-0.20209515,-0.098766804,0.08239353,0.17069924,-0.20184076,-0.098765194,0.08250332
280,0.880747924528302,0.15812778,-0.20098233,-0.0933454,0.08779967,0.15812492,-0.20075065,-0.09333134,0.08790031
281,0.8838934528301887,0.15434694,-0.2065137,-0.115728915,0.095377,0.1543057,-0.20629549,-0.11579251,0.09547764
282,0.8870389811320755,0.19290864,-0.23107886,-0.14440286,0.09487805,0.19287014,-0.23083472,-0.14438343,0.09497151
283,0.8901845094339623,0.21127033,-0.24686015,-0.15979403,0.10179776,0.21121359,-0.24666166,-0.15977329,0.10186109
284,0.8933300377358491,0.20809162,-0.25631785,-0.1531856,0.10445094,0.20793617,-0.25608468,-0.1532048,0.10454291
285,0.8964755660377359,0.18811953,-0.2548685,-0.15174109,0.10684839,0.18809032,-0.25463748,-0.15174615,0.106939465
286,0.8996210943396227,0.19510353,-0.26800847,-0.13276404,0.10199171,0.19512105,-0.26777947,-0.13278455,0.10209373
287,0.9027666226415094,0.20522356,-0.27667683,-0.14594036,0.105006516,0.20512533,-0.2764908,-0.14594668,0.10506433
288,0.9059121509433963,0.18652809,-0.26488674,-0.1366247,0.103666425,0.18650854,-0.26466495,-0.13665241,0.10370451
289,0.909057679245283,0.16936886,-0.2733454,-0.14167118,0.10134539,0.16927874,-0.27311528,-0.14164263,0.10134286
290,0.9122032075471699,0.17786288,-0.27451712,-0.1456157,0.10373032,0.17779517,-0.27422667,-0.1456052,0.103681564
291,0.9153487358490566,0.18399882,-0.2964425,-0.14627749,0.10797089,0.18402612,-0.29607642,-0.14634246,0.10797733
292,0.9184942641509435,0.17790532,-0.29957938,-0.13841629,0.11097455,0.17790985,-0.29920602,-0.13848138,0.110988975
293,0.9216397924528302,0.1789546,-0.30391622,-0.13570201,0.12991035,0.17881846,-0.30355972,-0.13579226,0.12970495
294,0.924785320754717,0.19381905,-0.29586315,-0.1415497,0.117147,0.1937499,-0.29558158,-0.14162862,0.11689606
295,0.9279308490566038,0.1344086,-0.33256614,-0.08944142,0.10517326,0.13440096,-0.3321929,-0.08954376,0.10495201
296,0.9310763773584906,0.12817931,-0.31799185,-0.07941967,0.08617416,0.12820172,-0.3177579,-0.07949561,0.086037755
297,0.9342219056603774,0.11142647,-0.267972,-0.079170704,0.07123637,0.111373425,-0.2675994,-0.07923436,0.07104814
298,0.9373674339622642,0.10641813,-0.24228281,-0.04745704,0.05534762,0.10656786,-0.24197853,-0.047555983,0.05529535
299,0.9405129622641509,0.14472365,-0.29149687,-0.03160149,0.04317075,0.14478993,-0.2911806,-0.031696737,0.043157756
300,0.9436584905660378,0.12191939,-0.31163883,-0.037601054,0.05488044,0.12186527,-0.3110832,-0.037594676,0.054971784
301,0.9468040188679245,0.11769807,-0.32693052,-0.045102656,0.045202464,0.11770356,-0.32648146,-0.045092106,0.045240223
302,0.9499495471698114,0.12059426,-0.33409554,-0.04149449,0.039513946,0.120643735,-0.33364642,-0.041471243,0.039558113
303,0.9530950754716981,0.08143127,-0.3469962,-0.036592066,0.05545214,0.08153415,-0.34640902,-0.036669552,0.055467516
304,0.956240603773585,0.096836805,-0.39109844,-0.0333696,0.04426059,0.09688413,-0.39046288,-0.033388853,0.044304222
305,0.9593861320754717,0.06248367,-0.4159168,-0.043483257,0.054184437,0.06250429,-0.4151851,-0.043517172,0.05423069
306,0.9625316603773585,0.12710094,-0.40808737,-0.030621827,0.025160164,0.12706745,-0.40749645,-0.030576944,0.025227964
307,0.9656771886792453,0.1428585,-0.379133,-0.047293186,0.039800435,0.14290345,-0.3787641,-0.047296703,0.039853573
308,0.9688227169811321,0.123533964,-0.38401592,-0.056898832,0.03736964,0.123432755,-0.38373756,-0.05678743,0.037441403
309,0.971968245283019,0.09619367,-0.31602025,-0.077184856,0.018151253,0.09631038,-0.31592894,-0.077034414,0.018253744
310,0.9751137735849057,0.092828155,-0.32537222,-0.08440584,0.0077652037,0.092871904,-0.32536983,-0.08429462,0.007948071
311,0.9782593018867924,0.123543024,-0.3003952,-0.07007867,0.0067921877,0.1235981,-0.30039656,-0.069916844,0.0069129467
312,0.9814048301886793,0.097478986,-0.22829807,-0.07051247,-0.0027003288,0.09745109,-0.22820348,-0.07034826,-0.00261724
313,0.984550358490566,0.102027535,-0.21254766,-0.056528628,-0.016644597,0.10206723,-0.21235567,-0.05646801,-0.016485631
314,0.9876958867924529,0.0779655,-0.2309826,-0.05230069,0.00018444657,0.07805216,-0.23074573,-0.052299023,0.0002975762
315,0.9908414150943397,0.07758939,-0.23059338,-0.05545509,0.013412893,0.077641964,-0.23032522,-0.055490136,0.013317823
316,0.9939869433962265,0.16315126,-0.32497144,-0.06977749,-0.045362204,0.16328263,-0.32482755,-0.069854975,-0.04539478
317,0.9971324716981133,0.27734852,-0.45476598,-0.030201674,-0.09908715,0.27747154,-0.4545821,-0.030290782,-0.099170655
318,1.000278,0.25050044,-0.5036334,0.031037569,-0.090435684,0.25067866,-0.503654,0.030989766,-0.0903645
319,1.0034235283018869,0.27949762,-0.51729774,-0.0011204481,-0.06391144,0.27975428,-0.5173472,-0.0011570454,-0.06396553
320,1.0065690566037737,0.36291707,-0.5079776,-0.07382417,-0.039587587,0.36306798,-0.50804466,-0.073795676,-0.03965625
321,1.0097145849056604,0.30593646,-0.48195362,0.008256912,-0.08356094,0.3060124,-0.48184347,0.008251309,-0.08361289
322,1.0128601132075472,0.23791075,-0.4735788,0.020177007,-0.05562085,0.23816717,-0.47337174,0.020138025,-0.055618733
323,1.016005641509434,0.25331163,-0.45988333,0.032482743,-0.0779057,0.25343978,-0.4598583,0.03239727,-0.07793693
324,1.0191511698113207,0.23932338,-0.41627133,0.03580129,-0.119605824,0.23947644,-0.41611886,0.035730243,-0.119624585
325,1.0222966981132076,0.33729887,-0.45213807,0.035980463,-0.15088299,0.33735275,-0.45209032,0.035803795,-0.15100086
326,1.0254422264150944,0.27057207,-0.4306078,0.06415069,-0.17431726,0.27053785,-0.43062365,0.06388998,-0.17432638
327,1.0285877547169813,0.18659759,-0.5104528,0.06867695,-0.1735449,0.18684006,-0.5104538,0.0684067,-0.17357513
328,1.031733283018868,0.13925421,-0.56439376,0.05622983,-0.18551113,0.13925731,-0.5643723,0.055877447,-0.18552478
329,1.0348788113207548,0.15136552,-0.54570603,0.056496263,-0.19458535,0.15141678,-0.5456882,0.05618751,-0.19457892
330,1.0380243396226416,0.1260171,-0.6241794,0.041284323,-0.19208372,0.12615824,-0.6240496,0.040976763,-0.19210765
331,1.0411698679245283,0.12481928,-0.63340163,0.06566274,-0.16760083,0.12481165,-0.6331151,0.06532633,-0.16751769
332,1.0443153962264151,0.08668411,-0.6563416,0.057963967,-0.18479829,0.08663881,-0.6562808,0.057637095,-0.18476486
333,1.047460924528302,0.12504983,-0.6768238,0.055483103,-0.19753589,0.12508667,-0.6766774,0.055216312,-0.19748597
334,1.0506064528301888,0.12380624,-0.7073042,0.060581088,-0.20106089,0.12394047,-0.7072875,0.060245275,-0.20100012
335,1.0537519811320755,0.12274492,-0.6984537,0.07405841,-0.20165607,0.1227361,-0.69836825,0.07359612,-0.20162179
336,1.0568975094339623,0.14492595,-0.73311055,0.057098985,-0.20434065,0.14485693,-0.7331223,0.056627035,-0.20426528
337,1.0600430377358492,0.1449585,-0.7705718,0.031517267,-0.20673719,0.1450125,-0.7705357,0.031280994,-0.20663339
338,1.0631885660377358,0.16273284,-0.7631591,0.029714942,-0.20870928,0.16260958,-0.7629656,0.02947545,-0.20861155
339,1.0663340943396227,0.13507628,-0.72850376,0.044180036,-0.23363324,0.13473678,-0.7281745,0.04393649,-0.23350152
340,1.0694796226415095,0.0939796,-0.75284046,0.05919981,-0.22027369,0.093761206,-0.7525688,0.058752775,-0.2202207
341,1.0726251509433962,0.12315512,-0.7632345,0.0526371,-0.22152491,0.12284398,-0.76303154,0.052181125,-0.22150527
342,1.075770679245283,0.12752986,-0.7721126,0.06030011,-0.22423084,0.12716913,-0.7720277,0.059904575,-0.22412921
343,1.0789162075471699,0.13592076,-0.8091114,0.091332555,-0.19480188,0.1355555,-0.8089323,0.090865135,-0.194771
344,1.0820617358490567,0.12664342,-0.85259557,0.07568121,-0.17842549,0.12662423,-0.85225564,0.07527959,-0.17837262
345,1.0852072641509434,0.21915877,-0.8840214,0.06828761,-0.1787299,0.2191037,-0.88368696,0.06792474,-0.17866926
346,1.0883527924528302,0.1754061,-0.834713,0.05605364,-0.18706469,0.17518353,-0.8343672,0.05567372,-0.18700758
347,1.091498320754717,0.19208586,-0.86005086,0.09463537,-0.19390352,0.19193399,-0.85968596,0.094260216,-0.19379824
348,1.0946438490566037,0.21284258,-0.8715723,0.12078154,-0.18661879,0.21262288,-0.871459,0.12029719,-0.18660991
349,1.0977893773584906,0.2356695,-0.8951847,0.14740682,-0.19282976,0.23544681,-0.8950625,0.14695549,-0.19278859
350,1.1009349056603774,0.23847008,-0.880992,0.13292861,-0.21371691,0.23822773,-0.88086027,0.13244736,-0.21369691
351,1.1040804339622643,0.22620761,-0.8565044,0.124440074,-0.22663572,0.22599208,-0.85635763,0.12397063,-0.22663142
352,1.107225962264151,0.23990333,-0.8471036,0.11440992,-0.21872573,0.2396394,-0.8468774,0.11388087,-0.21867484
353,1.1103714905660378,0.21912313,-0.8528356,0.10344303,-0.20673619,0.21876335,-0.8525904,0.10289168,-0.2066885
354,1.1135170188679246,0.21039307,-0.9056171,0.09117806,-0.21102779,0.21007228,-0.9053305,0.09058678,-0.21096389
355,1.1166625471698113,0.24173498,-0.9282209,0.111287,-0.20229715,0.2415154,-0.9278794,0.11071038,-0.20222063
356,1.1198080754716981,0.22257996,-0.9205908,0.10438967,-0.20194328,0.22239602,-0.920319,0.10384035,-0.20190887
357,1.122953603773585,0.21832108,-0.8973404,0.092348814,-0.20425372,0.21816194,-0.897001,0.09178841,-0.20424329
358,1.1260991320754719,0.23172164,-0.9092837,0.088885546,-0.2095657,0.23143625,-0.90894693,0.08836067,-0.20952697
359,1.1292446603773585,0.24536681,-0.9382305,0.10663009,-0.2057765,0.24496818,-0.9379266,0.106107116,-0.20571487
360,1.1323901886792453,0.22786105,-0.93025273,0.10380149,-0.21052852,0.22744656,-0.93009907,0.103289604,-0.2104636
361,1.1355357169811322,0.20929587,-0.9227811,0.12762749,-0.19292499,0.20898342,-0.9226398,0.12707806,-0.19286476
362,1.1386812452830188,0.15626979,-0.8665574,0.11832452,-0.18074073,0.15631235,-0.8664284,0.11797118,-0.18066275
363,1.1418267735849057,0.17234826,-0.8535882,0.1289649,-0.17648064,0.17227566,-0.8533896,0.12859225,-0.1764088
364,1.1449723018867926,0.21395397,-0.838635,0.13792121,-0.1737616,0.21360052,-0.83845043,0.13735282,-0.1737133
365,1.1481178301886792,0.18708777,-0.799412,0.13904452,-0.16970064,0.18674397,-0.7993135,0.13857281,-0.16965441
366,1.151263358490566,0.15706575,-0.7734516,0.14099514,-0.17162314,0.15678596,-0.77332145,0.1405369,-0.17157099
367,1.154408886792453,0.14423668,-0.77087146,0.13837242,-0.1867151,0.1440891,-0.7707674,0.13801146,-0.18664826
368,1.1575544150943398,0.16634893,-0.7931526,0.12480247,-0.19757311,0.16617441,-0.79301685,0.124415755,-0.19753706
369,1.1606999433962264,0.12703729,-0.7489808,0.10605574,-0.2050833,0.12681746,-0.7488654,0.10572553,-0.20507856
370,1.1638454716981133,0.08587766,-0.72579867,0.102809906,-0.2123468,0.08586025,-0.72566336,0.102515936,-0.2123535
371,1.1669910000000001,0.07581282,-0.6783343,0.075122476,-0.21351947,0.075715184,-0.6781187,0.0747484,-0.21353291
372,1.1701365283018867,0.1088686,-0.6452749,0.051349998,-0.21679059,0.10874879,-0.6451398,0.050986767,-0.21680737
373,1.1732820566037736,0.11978459,-0.5753965,0.012138009,-0.20990092,0.11972976,-0.5752296,0.011749148,-0.20990424
374,1.1764275849056605,0.07411492,-0.55872595,0.015626073,-0.21661961,0.07420516,-0.5585411,0.015270948,-0.21669494
375,1.1795731132075473,0.094561934,-0.57281166,0.009959698,-0.22602914,0.09440637,-0.5726859,0.009632826,-0.2260103
376,1.182718641509434,0.13376069,-0.58694404,-0.0007151365,-0.22807024,0.13358557,-0.58683354,-0.0011107922,-0.22802489
377,1.1858641698113208,0.16597879,-0.6144751,-0.004360795,-0.2291915,0.16582525,-0.6143847,-0.0047212243,-0.22919321
378,1.1890096981132077,0.2292968,-0.6093261,-0.051217556,-0.20850481,0.22905016,-0.609099,-0.05166477,-0.20841505
379,1.1921552264150943,0.20859253,-0.6371398,-0.07925153,-0.18769263,0.20832944,-0.63711333,-0.079621196,-0.18756826
380,1.1953007547169812,0.18739843,-0.5801336,-0.10044503,-0.16972591,0.18725085,-0.57982093,-0.10085684,-0.16954765
381,1.198446283018868,0.13389075,-0.54152715,-0.09051013,-0.16334549,0.13380694,-0.54096955,-0.09100813,-0.16321884
382,1.2015918113207549,0.0804379,-0.5519755,-0.029726505,-0.16958433,0.08021331,-0.5517788,-0.030199409,-0.16955607
383,1.2047373396226415,0.10191071,-0.47541332,-0.061355412,-0.17696372,0.10186124,-0.47518218,-0.061697006,-0.17698498
384,1.2078828679245284,0.13302433,-0.45272446,-0.023760676,-0.19347662,0.13304627,-0.452532,-0.024090528,-0.19352435
385,1.2110283962264152,0.1194917,-0.5110062,-0.05629319,-0.1909416,0.11934364,-0.5108299,-0.05656159,-0.19092615
386,1.2141739245283019,0.09928584,-0.5190315,-0.07049739,-0.20890172,0.09937549,-0.5188547,-0.070806384,-0.20892106
387,1.2173194528301887,0.1225245,-0.5420457,-0.08671349,-0.21909927,0.12261069,-0.5418364,-0.087013125,-0.21918507
388,1.2204649811320756,0.15291142,-0.4763043,-0.10023916,-0.21102281,0.15312862,-0.47592932,-0.10053605,-0.21104883
389,1.2236105094339622,0.23792338,-0.4575354,-0.10497111,-0.1959171,0.23794413,-0.4572177,-0.10531974,-0.19588998
390,1.226756037735849,0.34176934,-0.41530192,-0.04842776,-0.19628093,0.34151375,-0.4152617,-0.048758984,-0.19632506
391,1.229901566037736,0.36028326,-0.42361492,-0.026168168,-0.18184255,0.36009717,-0.4236914,-0.02632314,-0.18184987
392,1.2330470943396228,0.36338854,-0.4792918,-0.0040276647,-0.17112313,0.36326766,-0.47920394,-0.0041612983,-0.17120436
393,1.2361926226415094,0.33660316,-0.48311615,0.036173105,-0.16225296,0.3365035,-0.48321736,0.036067486,-0.16240944
394,1.2393381509433963,0.3291707,-0.5003524,0.02374494,-0.14768729,0.32917976,-0.5005,0.02369225,-0.14778695
395,1.2424836792452831,0.29053593,-0.5222343,-0.004543245,-0.15491615,0.29063272,-0.52228665,-0.004601598,-0.15499188
396,1.2456292075471698,0.19701016,-0.5259693,-0.014580965,-0.12576447,0.19716167,-0.52587473,-0.014630258,-0.1258296
397,1.2487747358490566,0.13493907,-0.55847085,-0.027514637,-0.122969,0.13518214,-0.5582941,-0.027595758,-0.12299259
398,1.2519202641509435,0.15265429,-0.5571222,-0.02667272,-0.11586505,0.15299952,-0.5569496,-0.026687264,-0.11590797
399,1.2550657924528303,0.2383635,-0.42154586,-0.059229076,-0.11674285,0.23854816,-0.421479,-0.059263885,-0.11679149
400,1.258211320754717,0.22131598,-0.32603216,-0.07723963,-0.074370995,0.22140121,-0.32580853,-0.077178776,-0.0743767
401,1.2613568490566038,0.21923816,-0.33228981,-0.12138462,-0.04480481,0.21921253,-0.33213186,-0.12137383,-0.044624805
402,1.2645023773584907,0.17354202,-0.3497401,-0.113238156,-0.04905179,0.17364061,-0.34954178,-0.11317849,-0.04903412
403,1.2676479056603773,0.1680491,-0.29737556,-0.14156651,-0.06960401,0.16815877,-0.2971955,-0.14149696,-0.069649816
404,1.2707934339622642,0.21880066,-0.31169486,-0.16893321,0.030709922,0.21881235,-0.31135648,-0.16897357,0.030670077
405,1.273938962264151,0.29005957,-0.24010295,-0.15654242,0.01801905,0.29001045,-0.2398988,-0.15657878,0.018024147
406,1.277084490566038,0.3122754,-0.2278254,-0.10780883,0.097450584,0.3121972,-0.227575,-0.107944906,0.09728506
407,1.2802300188679245,0.30294907,-0.2635311,-0.11217606,0.12771761,0.3027935,-0.26329172,-0.11223209,0.12754321
408,1.2833755471698114,0.27806938,-0.3047065,-0.15509301,0.16679782,0.2779665,-0.30439585,-0.15516305,0.16661674
409,1.2865210754716982,0.29214728,-0.3081051,-0.17907393,0.17241979,0.29192388,-0.30785382,-0.1790992,0.17224416
410,1.2896666037735849,0.3253498,-0.23490536,-0.18304646,0.124831796,0.3252561,-0.23466218,-0.18297124,0.1248897
411,1.2928121320754717,0.29257524,-0.18609321,-0.154248,0.10201892,0.29239142,-0.18587315,-0.15417677,0.10196656
412,1.2959576603773586,0.26766098,-0.14544398,-0.12139195,0.10548848,0.26745367,-0.14526182,-0.12135416,0.10544759
413,1.2991031886792452,0.28234696,-0.09992373,-0.12472153,0.1261042,0.28204894,-0.09968418,-0.12478101,0.12601507
414,1.302248716981132,0.3114823,-0.096580565,-0.112400055,0.1568312,0.31107414,-0.09647924,-0.11250806,0.15670168
415,1.305394245283019,0.3701173,-0.05958414,-0.12498057,0.1898669,0.36984468,-0.05946827,-0.12503159,0.18973851
416,1.3085397735849058,0.38149512,-0.040129006,-0.11858463,0.17959982,0.3813485,-0.040011883,-0.118608594,0.17950931
417,1.3116853018867924,0.42519295,-0.03711623,-0.10779697,0.1771841,0.42523444,-0.03703481,-0.10769004,0.17708683
418,1.3148308301886793,0.4337132,-0.033967435,-0.11039424,0.18178749,0.43380475,-0.033905566,-0.11026341,0.18173501
419,1.3179763584905662,0.4492483,-0.03721404,-0.11193544,0.18670464,0.4494158,-0.03715998,-0.11172843,0.18666413
420,1.3211218867924528,0.4447646,-0.03069359,-0.11111975,0.17829487,0.44508052,-0.030615866,-0.11079973,0.17829213
421,1.3242674150943397,0.37294173,-0.05102378,-0.10943651,0.17008764,0.37329006,-0.051131725,-0.109046996,0.17002645
422,1.3274129433962265,0.39379478,-0.048581243,-0.117191315,0.18354976,0.39422774,-0.048612297,-0.11681384,0.18348625
423,1.3305584716981134,0.42974162,-0.06297648,-0.10764176,0.18661949,0.43017745,-0.06295848,-0.10729605,0.18651861
424,1.333704,0.3954203,-0.082689166,-0.08399063,0.190112,0.39576268,-0.08266264,-0.08374691,0.19004804
425,1.3368495283018869,0.39450312,-0.08710939,-0.07736117,0.17329174,0.3948952,-0.08710146,-0.077082396,0.17323044
426,1.3399950566037737,0.39690304,-0.088970006,-0.07373077,0.16396236,0.39724088,-0.08894038,-0.07342017,0.16397291
427,1.3431405849056604,0.38598192,-0.096749485,-0.06502432,0.14969575,0.3862871,-0.09672111,-0.064745784,0.1496171
428,1.3462861132075472,0.37960124,-0.098998904,-0.08784467,0.13470292,0.37986517,-0.098885655,-0.087608516,0.13462615
429,1.349431641509434,0.36102426,-0.11327958,-0.093496084,0.14453548,0.361279,-0.11317748,-0.0932982,0.1444681
430,1.352577169811321,0.34112978,-0.11605728,-0.10105646,0.14802271,0.34133697,-0.115929365,-0.10087496,0.147946
431,1.3557226981132076,0.32397032,-0.10746914,-0.11593443,0.13410735,0.3241347,-0.107269764,-0.11570996,0.13407287
432,1.3588682264150944,0.30020094,-0.112775326,-0.11111784,0.12794507,0.3003322,-0.11264527,-0.110937715,0.12787858
433,1.3620137547169813,0.30949152,-0.10813576,-0.104317784,0.13299605,0.30964196,-0.10795784,-0.10409701,0.13295245
434,1.365159283018868,0.3652761,-0.121053636,-0.085942864,0.13724184,0.36544967,-0.12094295,-0.08575165,0.13720953
435,1.3683048113207548,0.36511993,-0.123858035,-0.07844782,0.13586545,0.36530244,-0.123823285,-0.07819384,0.13577336
436,1.3714503396226416,0.36626172,-0.1369558,-0.0686245,0.13859665,0.36637068,-0.1369245,-0.06835556,0.13850337
437,1.3745958679245283,0.36568654,-0.14962077,-0.058348954,0.13027716,0.36585653,-0.14960897,-0.058051944,0.1301871
438,1.3777413962264151,0.36400986,-0.14079577,-0.06841487,0.13390389,0.36422145,-0.14080638,-0.06812972,0.13384008
439,1.380886924528302,0.38700998,-0.1275649,-0.076829255,0.13866198,0.38719463,-0.12747645,-0.076571524,0.13856632
440,1.3840324528301888,0.37578225,-0.11226183,-0.06573737,0.13766423,0.37612247,-0.11224455,-0.06547701,0.13757908
441,1.3871779811320755,0.36364353,-0.09838879,-0.07931292,0.1541096,0.36398244,-0.09831154,-0.07902229,0.15403977
442,1.3903235094339623,0.3315003,-0.09472048,-0.0766747,0.16821706,0.33182156,-0.09463179,-0.07638693,0.16813648
443,1.3934690377358492,0.35458183,-0.094014585,-0.06685442,0.16419846,0.35493267,-0.09396911,-0.0666244,0.16412276
444,1.3966145660377358,0.35894227,-0.094142616,-0.08005649,0.17808306,0.35927987,-0.09408796,-0.07975972,0.17802244
445,1.3997600943396227,0.37718797,-0.0916962,-0.10106802,0.1907283,0.37756824,-0.09161693,-0.1007517,0.19064379
